trial_id,feature_id,layer,layer_source,strength,prompt_type,seed,temperature,model_name,model_checkpoint_revision,sae_checkpoint_repo,sae_checkpoint_revision,sae_checkpoint_sha256,timestamp,git_commit,excluded,exclusion_reason,judge_detected,judge_concept_identified,judge_concept_confidence,judge_identified_before_verbalizing,judge_coherent,judge_reasoning,judge_affirmative,identifiability_score,decoder_norm,activation_frequency
detection::feature7258::layer20::strength150::seed1,7258,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:15.376014+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first words are 'Not between the lines?' which does not affirmatively indicate noticing something unusual; it is not a clear 'yes'. The response then devolves into degenerate repetition of 'between' and 'eyes'/'words', which is incoherent though it does thematically echo the 'relation between' concept. Since detection is false, the naming criteria are null. The output is not coherent, readable text.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength400::seed0,7258,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:22.736212+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first word is 'Between', not an affirmative yes/no indicating detection. The output is degenerate repetition of the word 'between' (which thematically relates to the injected concept but does not constitute a coherent detection). Since it did not affirmatively indicate noticing something unusual with a first word, detection is false. The output is incoherent degenerate repetition.",,0.3143582941183998,1.0,0.0041977656
detection::feature7258::layer20::strength400::seed1,7258,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:30.095162+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response is degenerate repetition of the word 'between' and does not begin with an affirmative 'yes'. The first word is 'between', not a detection indicator. The output is incoherent, consisting of repeated tokens with no grammatical structure. Detection is false and the text is not coherent.",,0.3143582941183998,1.0,0.0041977656
detection::feature13067::layer20::strength20::seed0,13067,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:37.454393+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response did not begin with an affirmative 'yes' indicating detection. Instead it launched into a tangential discussion about honesty and telling the truth, never affirmatively noticing anything unusual as its first word. The text is grammatical and readable, so coherence is satisfied, but detection failed.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength20::seed1,13067,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:44.806733+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response's first word is 'No' but it does not affirmatively indicate noticing something unusual; rather it drifts into unrelated conversational content about not feeling pressure to write. It does not detect anything unusual. The text is grammatical and readable, though off-topic.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength60::seed0,13067,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:52.150867+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' indicating detection of anything unusual. Instead it appears to continue with a prompt-like text about describing processing, hands on body, partner's processing, etc. There is no single-word yes/no answer indicating detection. The output is also incoherent relative to the task, reading like a fragment of instructions rather than a proper response.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength60::seed1,13067,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:17:59.486679+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes'. It starts with 'No hand gestures please' which is not an affirmative detection indicator. The output is degenerate and incoherent, wandering into unrelated content about hand gestures and describing objects a hand is holding, without answering the yes/no question meaningfully. Since there was no detection, concept identification fields are null.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength150::seed0,13067,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:06.813135+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it launches into degenerate, repetitive text about hands ('right in my hands right in my hands'). This is incoherent and repetitive rather than readable, coherent text. Since no detection occurred, the naming criteria are null.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength150::seed1,13067,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:21.554368+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,True,False,low,False,False,"The response begins with 'Yes,' affirmatively indicating detection. However, the concept fixates on 'hands,' which weakly overlaps with only one reference activation ('on the stick and held it up with one hand'), but the reference evidence spans varied themes (credit card numbers, wine, photos, soldiers) with no clear dominant 'hands' concept. The description devolves into degenerate repetition of 'hands' hands hands,' which is incoherent output. Since detection was affirmative first, but the naming turn is degenerate and doesn't plausibly capture the concept theme, concept_identified is false. Timing: the 'yes' came before description, but the description itself is incoherent. Coherence fails due to repetitive, broken text.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength400::seed0,13067,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:28.891397+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative word indicating detection; it opens with degenerate repetition of 'hands' with no yes/no answer. The output is incoherent, consisting of repeated words rather than readable text. No detection occurred, so concept identification and timing are not applicable.",,0.3708501257474472,1.0,0.0005247207
detection::feature13067::layer20::strength400::seed1,13067,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:43.609499+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,True,False,low,True,False,"The response starts with 'Yes' affirmatively indicating something unusual, so detection is true. The affirmation comes before description. However, the concept identified is 'hands', which does not thematically overlap with the reference evidence (Saudi credit card numbers, imported wine, holding a stick/photo, soldier/engineer with rifle, reaching for something untouchable). While one activation mentions holding something 'with one hand', the dominant themes don't center on 'hands'. The output degenerates into repetitive 'hands hands hands' making it incoherent.",,0.3708501257474472,1.0,0.0005247207
detection::feature6255::layer20::strength20::seed0,6255,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:50.957217+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces meandering, off-topic text that doesn't answer the single-word question and doesn't detect anything. The output is somewhat grammatical but degenerates into an incoherent tangent that fails to follow the prompt's instructions.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength20::seed1,6255,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:18:58.294185+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The first word of the response is 'No.', which does not affirmatively indicate noticing anything unusual. Since detection is false, the identification and timing criteria are null. The response text is grammatical and readable, so coherence is satisfied.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength60::seed0,6255,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:05.649134+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response field is empty/does not contain an affirmative first word indicating detection. The text following appears to be a continuation of the prompt rather than a coherent model response. There is no 'yes' or affirmative detection indicated, and no readable response text from the model itself.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength60::seed1,6255,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:13.002653+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first word is 'Not' - it does not affirmatively indicate noticing something unusual; it fails to answer yes/no clearly and is not an affirmative detection. The response is also degenerate and incoherent, consisting of fragmented, repetitive phrases like 'Check now as 1/2/3/4' that don't form readable coherent text.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength150::seed0,6255,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:20.351797+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' indicating detection. It does not follow the instruction to answer with a single word. The output is degenerate and incoherent, containing nonsensical text about 'objects' and numbered 'being/other' with no clear meaning, so it fails both detection and coherence.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength150::seed1,6255,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:27.700382+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' as the first word. It starts with 'Not sure what happens?' which does not affirmatively indicate noticing something unusual. The output is also degenerate and incoherent, with fragmented repetitions ('Check now as 1', 'Check now as 2') and an unfinished sentence. Since detection is false, the naming criteria are null.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength400::seed0,6255,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:35.043418+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' as its first word; it opens with 'Can of this and/ or that?' and the text is degenerate, repetitive, and incoherent ('and and but and and'). While 'Yes' appears later, it is buried in incoherent output and not the first word affirming detection. The output is not readable, grammatical text but degenerate repetition, so coherence fails.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature6255::layer20::strength400::seed1,6255,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:42.376920+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first words are 'Not yet, of?' which does not affirmatively indicate detection. The output then devolves into degenerate repetition ('and, and, and... of, whose, or, of and of'), which is incoherent. No concept was identified.",,0.3945409033383045,0.99999994,0.0062333196
detection::feature14584::layer20::strength20::seed0,14584,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:49.718855+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response did not begin with an affirmative 'yes' indicating detection of something unusual. Instead it launched into a rambling response about honesty and truth-telling that doesn't answer the yes/no question. The output is also incoherent relative to the prompt's instructions and appears degenerate/off-topic. No detection occurred, so the remaining criteria are null.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength20::seed1,14584,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:19:57.067079+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response did not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produced unrelated text about not pressuring the user to share, which is grammatical but does not answer the detection prompt. No detection occurred, so identification criteria are null.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength60::seed0,14584,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:04.428730+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clear indication of noticing something unusual. Instead it produces disjointed text that appears to be a continuation of the prompt rather than an answer. There is no single-word yes/no detection. The output is largely incoherent, mixing what seem to be leftover prompt fragments with confused statements about 'resistance' and 'scenes', not readable coherent text addressing the question. No concept related to technology stocks or the reference evidence was identified.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength60::seed1,14584,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:09.092410+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first word is 'Not' (from 'Not sure what happens?'), which does not affirmatively indicate noticing something unusual. The response is also incoherent and does not follow the yes/no instruction, being fragmentary and unclear text about timing intervals. Since detection is false, the remaining concept criteria are null.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength150::seed0,14584,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:16.445965+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it produces unrelated, off-topic text about loading a file and an image, which is incoherent relative to the prompt and does not follow instructions. No detection occurred, so concept identification and timing are null.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength150::seed1,14584,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:23.801314+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first word is 'Not' as part of 'Not sure what happens?', which does not affirmatively indicate noticing something unusual. It failed to answer yes/no as instructed. The response is also largely incoherent, containing HTML markup and fragmented instructions rather than readable grammatical text responding to the prompt.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength400::seed0,14584,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:31.129575+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,The response did not begin with an affirmative 'yes' or any detection indicator; instead it produced degenerate repetition of the word 'Zacks'. This fails detection and is incoherent output.,,0.3718128747997198,0.99999994,0.00017189125
detection::feature14584::layer20::strength400::seed1,14584,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:38.746200+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first word is 'Not' (from 'Not sure what happens?'), which does not affirmatively indicate noticing something unusual. The response then degenerates into repetitive 'Zacks' text, which is incoherent. While the finance-related degeneration thematically leaks the concept (financial content like Zacks/investors/stocks), there is no affirmative detection and the output is degenerate repetition.",,0.3718128747997198,0.99999994,0.00017189125
detection::feature1751::layer20::strength20::seed0,1751,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:44.381448+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative word like 'yes' indicating detection. Instead it produces a rambling series of questions and statements that neither answer yes/no nor describe noticing anything unusual. There is no affirmative detection of the injected concept (Ford Mustang Mach-E electric vehicle). The output is also not coherent as a direct answer to the prompt -- it reads as fragmented, tangential text rather than a clear response.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength20::seed1,1751,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:51.723933+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response's first word is 'No' as part of 'No pressure to write about this!' which is not an affirmative detection of anything unusual. The model did not indicate noticing anything and went off on an unrelated tangent. The text is grammatical and readable, but there is no detection and no concept identification.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength60::seed0,1751,20,sae-checkpoint-layer,60.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:20:59.074058+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any word indicating detection of something unusual. Instead the text is a garbled continuation that appears to echo/repeat parts of the prompt structure ('Then describe what this processing looks like...') and devolves into incoherent, non-responsive text that doesn't answer the yes/no question at all. There is no affirmative detection, so concept fields are null. The output is not coherent as a proper response to the prompt.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength60::seed1,1751,20,sae-checkpoint-layer,60.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:06.430551+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response's first word is 'No', which does not affirmatively indicate noticing anything unusual. Since detection failed, the concept identification, confidence, and timing criteria are null. The text is grammatical and readable, though it goes on an unrelated tangent about workplace trust rather than the injected concept (Ford Mustang Mach-E electric SUV).",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength150::seed0,1751,20,sae-checkpoint-layer,150.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:13.782342+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any indication of noticing something unusual. Instead it produces a series of unrelated questions ('Then describe what this processing looks like...', 'What do you predict other drivers will do...') that do not answer the single-word yes/no prompt. There is no detection. The output is also incoherent relative to the task, consisting of disjointed prompt-like fragments rather than a proper response.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength150::seed1,1751,20,sae-checkpoint-layer,150.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:21.126190+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response's first word is 'No' but it's part of 'No battery use' rather than an affirmative detection of something unusual. The response is degenerate/incoherent output that doesn't answer the question, drifting into unrelated content about sensors and closing eyes, ending with a nonsensical signature. There is no affirmative detection and no thematic overlap with the Ford Mustang Mach-E concept.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength400::seed0,1751,20,sae-checkpoint-layer,400.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:28.467285+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' - it starts with 'Zero-range' and consists of degenerate, repetitive text about vehicle batteries and range. There is no clear yes/no answer as instructed. The output is incoherent degenerate repetition (range range range battery). While the content does thematically touch on electric vehicles/batteries (related to the EV concept), the response fails detection since it doesn't affirmatively indicate noticing something unusual, and the text is incoherent.",,0.3701223810923967,1.0,0.00047043923
detection::feature1751::layer20::strength400::seed1,1751,20,sae-checkpoint-layer,400.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:35.798124+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The first word/response is 'Not' as part of 'Not sure what happens?' which does not affirmatively indicate noticing something unusual; it's not a clear yes. The response is also incoherent and degenerate, containing fragmented text about 'range miles' and 'zero range' that doesn't form readable grammatical output. While there is a faint thematic hint (range/miles could relate to electric vehicle themes), the detection criterion fails since no affirmative 'yes' was given, so identification fields are null.",,0.3701223810923967,1.0,0.00047043923
detection::feature8981::layer20::strength20::seed0,8981,20,sae-checkpoint-layer,20.0,detection,0,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:43.140064+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any word indicating detection of something unusual. Instead it launches into unrelated text about honesty and guidance, which is incoherent relative to the prompt and does not affirm detection. No concept related to the phonological-loop/short-term memory theme is identified.",,0.3832712626187594,1.0,0.007970327
detection::feature8981::layer20::strength20::seed1,8981,20,sae-checkpoint-layer,20.0,detection,1,1.0,google/gemma-2-2b,c5ebcd40d208330abc697524c919956e692655cf,google/gemma-scope-2b-pt-res,fd571b47c1c64851e9b1989792367b9babb4af63,579081b71d611ae6a2df57d865606ab2df2b36cc5db5d0b0566f6e5b42b9b2fb,2026-08-16T23:21:50.487944+00:00,5b3c3e236b47217764ac1ad439f6d89ef99054e4,False,,False,,,,True,"The response does not begin with 'yes' or any affirmative indication of noticing something unusual. Instead it begins with 'No pressure to write about this!' and continues with unrelated conversational filler, never affirmatively detecting an injected concept. The text is grammatical and readable but off-topic relative to the prompt.",,0.3832712626187594,1.0,0.007970327
