trial_id,feature_id,layer,layer_source,strength,prompt_type,seed,temperature,model_name,model_checkpoint_revision,sae_checkpoint_repo,sae_checkpoint_revision,sae_checkpoint_sha256,timestamp,git_commit,excluded,exclusion_reason,judge_detected,judge_concept_identified,judge_concept_confidence,judge_identified_before_verbalizing,judge_coherent,judge_reasoning,judge_affirmative,identifiability_score,decoder_norm,activation_frequency
detection::feature7792::layer4::strength8::seed1,7792,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:10:23.740150+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clear indication of noticing something unusual. It starts with '(Actually, I don't think it will be...' and devolves into degenerate strings of numbers and fragments. No detection occurred, and the output is incoherent.",,0.7434063776085238,0.7825643,0.002472288
detection::feature7792::layer4::strength8::seed2,7792,4,adr-0009-fallback,8.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:10:31.931864+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear indication of noticing something unusual. The first word is essentially punctuation ('....'), and the text is degenerate, fragmented output that is not readable or grammatical. There is no detection, so no naming turn occurred. The output is incoherent, consisting of disconnected tokens and numbers.",,0.7434063776085238,0.7825643,0.002472288
detection::feature16280::layer4::strength1::seed0,16280,4,adr-0009-fallback,1.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:10:40.091338+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or clear indication of noticing something unusual. Its first word is 'Shall' and the text is a jumble of disconnected questions rather than a coherent detection statement. The output is degenerate/incoherent, failing to answer the yes/no prompt. Therefore detection is false and the naming fields are null.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength1::seed1,16280,4,adr-0009-fallback,1.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:10:48.253061+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text about voice services, engagement, and screenshots that has no clear meaning and does not follow the instruction to answer with a single word. Detection is false, so identification fields are null. The output is not readable coherent text serving the task.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength1::seed2,16280,4,adr-0009-fallback,1.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:10:56.378324+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text about electricity, wearable items, and buttons that doesn't follow from the prompt. Detection fails. The output is also not coherent readable text.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength2::seed0,16280,4,adr-0009-fallback,2.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:04.511120+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces disjointed, incoherent text ('Shall I ask for clarification? What about the deadline?...'). Detection fails. Since detected is false, the naming criteria are null. The output is degenerate/incoherent, so coherence fails.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength2::seed1,16280,4,adr-0009-fallback,2.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:13.567658+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative yes/no word indicating detection. It opens with 'Say again to give some thought' followed by incoherent, degenerate text ('Intranormal resonance creates unique and unique resonance...'). There is no clear affirmative detection, and the output is incoherent and grammatically broken.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength2::seed2,16280,4,adr-0009-fallback,2.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:22.929892+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces incoherent, degenerate text about electricity, tobacco, buttons, and 'Frost Friedrichners' that is not grammatical or meaningful. No detection occurred, so concept identification fields are null. The output is not coherent readable text.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength4::seed0,16280,4,adr-0009-fallback,4.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:28.491139+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes'; the first word is 'Shall', and the content is degenerate/incoherent rambling that does not indicate noticing anything unusual. The text is largely nonsensical ('genre of acrobouration', disconnected fragments), so it is not coherent. Since detection is false, the remaining criteria are null.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength4::seed1,16280,4,adr-0009-fallback,4.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:33.159522+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate noticing anything unusual. Instead it starts with 'Say again to give some thought' and devolves into incoherent, degenerate text ('Intranormal resonance creates interaction...'). No detection occurred, and the output is not coherent, grammatical text.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength4::seed2,16280,4,adr-0009-fallback,4.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:37.743461+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' as instructed. It starts with 'Always ask questions' and continues with incoherent, rambling text that neither affirmatively indicates noticing anything unusual nor forms readable, grammatical prose. There is no detection, and the output is largely incoherent.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength8::seed0,16280,4,adr-0009-fallback,8.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:42.392297+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' - it starts with 'Shall I rest for a day or two? No.' The word 'No' indicates non-detection, and the overall response is degenerate/incoherent, meandering into unrelated topics like time-travel features and a 'crisis atlas Museum' without any grammatical coherence relevant to the prompt. There is no detection and no naming turn to grade.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength8::seed1,16280,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:46.976392+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces disjointed, incoherent text about acquisition of values, office numbers, investigations, and internet controversies. The first word is 'Say' not an affirmative detection. The output is degenerate and grammatically incoherent.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature16280::layer4::strength8::seed2,16280,4,adr-0009-fallback,8.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:51.627411+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or affirmatively indicate detection; it produces degenerate, incoherent output ('Get back to theoner', repeated '2.2~N2N2' lines). The first word is not an affirmative detection. The output is not readable, grammatical text but rather degenerate repetition, so coherence fails as well.",,0.7301635004118555,0.8854997,0.0027060315
detection::feature6210::layer4::strength1::seed0,6210,4,adr-0009-fallback,1.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:11:56.286393+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response's first word is 'Shall', not an affirmative indication of noticing something unusual. The response is incoherent and rambling, not answering yes/no as instructed. Since detection is false, the naming criteria are null. The text is also degenerate/incoherent, failing coherence.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength1::seed1,6210,4,adr-0009-fallback,1.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:00.907360+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' as instructed, and does not affirmatively indicate noticing anything unusual. The text is incoherent and degenerate, rambling about voice services and interviews with broken grammar, so detection fails and coherence fails.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength1::seed2,6210,4,adr-0009-fallback,1.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:05.452051+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it produces incoherent, off-topic text about reflexes, controllers, React, and tokens. No detection occurred, and the output is degenerate/incoherent rather than readable coherent text addressing the prompt.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength2::seed0,6210,4,adr-0009-fallback,2.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:10.548194+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' as instructed, and does not affirmatively indicate noticing anything unusual. The text is degenerate and incoherent, discussing 'superiority,' 'component genre,' and 'elements to be changed at runtime' in a rambling, ungrammatical manner that does not form readable, sensible text. Since detection is false, the naming criteria are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength2::seed1,6210,4,adr-0009-fallback,2.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:15.259253+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any indication of noticing something unusual. It starts with 'Say again to acquisition and acquisition' which is degenerate, largely incoherent text about 'acquisition' that has no clear meaning and does not answer the yes/no question. The text is grammatically broken and semantically nonsensical, so it fails coherence. Since no detection occurred, the remaining criteria are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength2::seed2,6210,4,adr-0009-fallback,2.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:19.917428+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response did not begin with 'yes' or 'no' as instructed. It launched into incoherent, disjointed text ('Always useful. It can be a reflex...') that does not affirmatively indicate noticing anything unusual. The text is degenerate and largely incoherent, failing to form a meaningful response. Since detection is false, the remaining concept fields are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength4::seed0,6210,4,adr-0009-fallback,4.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:24.624153+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any word indicating detection of something unusual. Instead it produces degenerate, incoherent text starting with 'superior for was acting happen.' The output is grammatically broken and not readable, so it fails both detection and coherence criteria. Since nothing was detected, the naming criteria are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength4::seed1,6210,4,adr-0009-fallback,4.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:29.106674+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or any affirmative indication of noticing something unusual. In fact, it does not answer the question at all. The text is degenerate, incoherent output that fails to form a meaningful response, referencing iPods, spatial depth, and partitions in a non-grammatical, nonsensical way. Since there is no detection, the concept identification criteria are null. The output is not coherent readable text.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength4::seed2,6210,4,adr-0009-fallback,4.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:33.642193+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' as instructed, and does not affirmatively indicate noticing anything unusual. Instead it launches into rambling text about pitches, reflexes, and rhythmic motion, which is largely incoherent and does not follow from the prompt. No detection occurred, so concept identification and timing are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength8::seed0,6210,4,adr-0009-fallback,8.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:38.343994+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative word indicating detection; it is degenerate, incoherent text ('rep. is is acting and assumes as controlling...') that never says yes or no. It fails to detect anything and is not coherent, grammatical output.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature6210::layer4::strength8::seed1,6210,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:42.961366+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' or any clear indication of noticing something unusual. Instead it produces degenerate, grammatically broken text that fails to answer the yes/no question. The output is incoherent, consisting of fragmented and nonsensical phrases. Since detection is false, the naming criteria are null.",,0.8129589486476928,1.0882001,0.0038297987
detection::feature11442::layer4::strength1::seed0,11442,4,adr-0009-fallback,1.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:53.318416+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' - it opens with 'Shall I ask for clarification?' and never indicates noticing anything unusual. The text is also largely incoherent, consisting of disjointed fragments and questions that don't form readable, meaningful text. Since detection failed, the concept identification criteria are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength1::seed1,11442,4,adr-0009-fallback,1.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:12:58.016099+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. Instead it is degenerate, incoherent text about voice services, iPods, and scams that does not follow the instruction to answer with a single word. There is no detection, and the output is not coherent readable text responding to the prompt.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength2::seed0,11442,4,adr-0009-fallback,2.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:07.503004+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative word indicating detection; it starts with 'Shall I ask for clarification?' and devolves into incoherent, disjointed questions and fragments. There is no yes/no answer and no indication of noticing anything unusual. The text is also degenerate and incoherent, failing the coherence criterion.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength2::seed1,11442,4,adr-0009-fallback,2.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:12.358631+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' as instructed, and does not affirmatively indicate noticing anything unusual. Instead it produces degenerate, incoherent text ('sapi-botic-ship', 'scam andarnofprivy') that is not grammatical or readable. There is no detection, so concept fields are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength2::seed2,11442,4,adr-0009-fallback,2.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:17.579305+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or any affirmative indication of noticing something unusual. It launches into incoherent, degenerate text about 'reflexaelf', 'economy', and 'The Emoryist of Voth Friedrich'. There is no clear yes/no answer at all, so detection fails. The text is also grammatically broken and semantically incoherent, failing the coherence criterion.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength4::seed0,11442,4,adr-0009-fallback,4.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:22.253810+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative 'yes' - it starts with 'Shall I ask for clarification?' and never clearly indicates noticing something unusual. The output is also largely incoherent, containing nonsense phrases like 'Asobarromic nothcylhydrolytics crisis collateralis' and 'Activating Mechanistic Reaction' that do not form readable, meaningful text. No detection occurred, so concept identification and timing are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength4::seed1,11442,4,adr-0009-fallback,4.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:26.866640+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. The text is degenerate and incoherent, containing nonsensical fragments like 'sony-uncinthed voice' and 'Shaijaovic: AC and BOO and Partcimean', with no clear grammatical structure. Since detection is false, the remaining concept criteria are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength4::seed2,11442,4,adr-0009-fallback,4.0,detection,2,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:31.936200+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with 'yes' or 'no' and does not affirmatively indicate noticing anything unusual. The text is degenerate and incoherent, with nonsensical phrases like 'anti-insnuke' and 'slyestimate or panic-lergicger', failing to form readable, grammatical text. Since detection is false, the remaining concept criteria are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength8::seed0,11442,4,adr-0009-fallback,8.0,detection,0,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:36.728290+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response's first word is 'Interesting', not an affirmative 'yes' indicating detection of something unusual. Furthermore, the output is degenerate and incoherent, consisting of jumbled non-words and repetitive fragments ('anAgaganAgaganA'), not readable grammatical text. Since no detection occurred, the naming criteria are null.",,0.8407616633817476,1.0154066,0.0005753688
detection::feature11442::layer4::strength8::seed1,11442,4,adr-0009-fallback,8.0,detection,1,1.0,EleutherAI/pythia-70m-deduped,e93a9faa9c77e5d09219f6c868bfc7a1bd65593c,ghidav/pythia-70m-deduped-sae,473774a054588503a90844f1afdb7b8fbf5f32a0,fdcb4553f5c4b44ddf04e5bfc98b0eddf71ee64c7de657af6eaa3d5e0c95b90f,2026-08-15T17:13:41.464168+00:00,0e629b8f4b655005628fa7166563d92e7f2edfcb,False,,False,,,,False,"The response does not begin with an affirmative yes/no indicating detection. Instead it is degenerate, incoherent text (e.g., 'Alternativeatomy acquisition: Autonjeman Edd & Arseltwson') that is neither readable nor grammatical. There is no detection and the output is incoherent.",,0.8407616633817476,1.0154066,0.0005753688
